Unique_id,job_42,household_type,studying,insee_code,Activity_type,age_2020,Qualification,Sex,target
606,"csp_7_2","fm4_4",FALSE,"01249","tact21",83,"EDU3","Male","T"
610,"csp_6_8","fm3_2",FALSE,"01249","tact11",54,"EDU1-3","Male","L"
615,"csp_8_4","fm1_2",TRUE,"01250","tact22",21,"EDU1-7","Female","T"
616,"csp_8_5","fm3_1",FALSE,"01250","tact25",49,"EDU1","Male","T"
617,"csp_7_1","fm1_2",FALSE,"01252","tact21",73,"EDU1-1","Female","T"
619,"csp_6_7","fm4_1",FALSE,"01252","tact11",26,"EDU1-6","Female","L"
620,"csp_6_5","fm4_1",FALSE,"01252","tact11",29,"EDU1-8","Male","T"
621,"csp_7_7","fm2_0",FALSE,"01254","tact21",63,"EDU3","Female","T"
625,"csp_8_5","fm4_1",TRUE,"01258","tact22",15,"EDU3","Male","T"
628,"csp_8_5","fm4_2",FALSE,"01261","tact24",38,"EDU1-4","Female","T"
630,"csp_3_4","fm4_1",FALSE,"01262","tact11",42,"EDU1-8","Female","L"
645,"csp_4_6","fm4_1",FALSE,"01265","tact11",66,"EDU1-7","Female","T"
646,"csp_6_3","fm4_1",FALSE,"01265","tact11",41,"EDU1-5","Male","L"
647,"csp_6_7","fm1_2",FALSE,"01266","tact11",49,"EDU1-8","Female","L"
648,"csp_8_4","fm1_2",TRUE,"01266","tact22",22,"EDU1-4","Female","T"
652,"csp_7_8","fm4_4",FALSE,"01266","tact21",63,"EDU1-3","Male","T"
653,"csp_3_1","fm4_1",FALSE,"01266","tact11",40,"EDU1-8","Male","L"
657,"csp_4_3","fm4_1",FALSE,"01268","tact11",43,"EDU1-3","Female","L"
659,"csp_3_4","fm4_1",FALSE,"01269","tact11",58,"EDU1-8","Female","T"
660,"csp_7_2","fm1_2",FALSE,"01269","tact21",64,"EDU1-4","Female","L"
662,"csp_2_3","fm4_1",FALSE,"01272","tact11",55,"EDU1-3","Male","T"
665,"csp_7_5","fm4_4",FALSE,"01273","tact21",70,"EDU1-4","Female","L"
666,"csp_7_5","fm1_2",FALSE,"01273","tact21",86,"EDU1-2","Female","T"
667,"csp_5_5","fm4_1",FALSE,"01273","tact11",60,"EDU1-4","Female","L"
669,"csp_4_2","fm4_1",FALSE,"01274","tact11",53,"EDU1-8","Male","T"
672,"csp_6_2","fm4_2",FALSE,"01276","tact12",31,"EDU1-3","Female","T"
674,"csp_4_2","fm4_1",FALSE,"01281","tact11",42,"EDU1-7","Female","L"
675,"csp_7_5","fm1_1",FALSE,"01281","tact21",60,"EDU1-5","Male","T"
676,"csp_4_6","fm3_1",FALSE,"01281","tact11",25,"EDU1-6","Male","T"
678,"csp_8_6","fm4_4",FALSE,"01281","tact24",66,"EDU1-4","Female","T"
681,"csp_8_5","fm1_2",FALSE,"01283","tact24",36,"EDU2","Female","T"
685,"csp_7_8","fm1_2",FALSE,"01283","tact21",90,"EDU2","Female","T"
686,"csp_4_7","fm4_1",FALSE,"01283","tact11",37,"EDU1-5","Male","L"
687,"csp_5_2","fm4_1",FALSE,"01283","tact11",54,"EDU1-3","Female","L"
688,"csp_4_5","fm4_1",FALSE,"01283","tact11",49,"EDU3","Male","L"
690,"csp_6_7","fm4_1",FALSE,"01283","tact11",54,"EDU1","Female","L"
692,"csp_8_5","fm4_2",TRUE,"01283","tact22",15,"EDU3","Male","L"
695,"csp_6_2","fm4_1",FALSE,"01283","tact11",34,"EDU1-6","Male","L"
696,"csp_7_5","fm4_2",FALSE,"01283","tact21",65,"EDU1-6","Female","T"
698,"csp_8_5","fm3_2",TRUE,"01283","tact22",16,"EDU3","Female","T"
699,"csp_4_3","fm4_1",FALSE,"01283","tact11",48,"EDU1-5","Female","L"
701,"csp_4_6","fm4_1",FALSE,"01283","tact11",60,"EDU1-3","Male","L"
703,"csp_7_8","fm1_1",FALSE,"01283","tact21",76,"EDU2","Male","L"
704,"csp_4_3","fm4_1",FALSE,"01283","tact11",52,"EDU1-4","Female","L"
706,"csp_7_8","fm4_3",FALSE,"01283","tact21",64,"EDU1-5","Male","T"
707,"csp_4_3","fm4_1",FALSE,"01283","tact11",34,"EDU1-6","Female","L"
713,"csp_7_5","fm4_4",FALSE,"01283","tact21",78,"EDU1-3","Female","T"
715,"csp_4_2","fm4_1",FALSE,"01283","tact11",39,"EDU1-6","Male","L"
716,"csp_8_4","fm3_2",TRUE,"01283","tact22",23,"EDU1-8","Male","L"
717,"csp_8_4","fm4_3",TRUE,"01283","tact22",15,"EDU3","Female","T"
719,"csp_6_4","fm4_2",FALSE,"01283","tact11",48,"EDU1-3","Male","L"
725,"csp_5_6","fm3_2",FALSE,"01286","tact11",49,"EDU1-5","Female","T"
726,"csp_4_8","fm1_1",FALSE,"01288","tact11",51,"EDU1-3","Male","T"
727,"csp_5_2","fm1_2",FALSE,"01288","tact11",56,"EDU1-5","Female","L"
729,"csp_7_7","fm4_4",FALSE,"01288","tact21",74,"EDU2","Female","L"
730,"csp_8_5","fm4_2",FALSE,"01288","tact24",42,"EDU1-6","Female","T"
731,"csp_8_4","fm4_2",TRUE,"01288","tact22",18,"EDU1-4","Male","L"
732,"csp_7_5","fm4_2",FALSE,"01288","tact21",60,"EDU3","Female","L"
735,"csp_5_5","fm4_1",FALSE,"01288","tact11",39,"EDU1-3","Female","L"
738,"csp_6_8","fm4_3",FALSE,"01289","tact11",27,"EDU1-3","Male","L"
741,"csp_5_4","fm4_1",FALSE,"01289","tact11",58,"EDU1-3","Female","L"
742,"csp_6_7","fm4_1",FALSE,"01289","tact11",55,"EDU3","Female","L"
743,"csp_8_4","fm3_1",TRUE,"01289","tact22",25,"EDU1-5","Male","T"
745,"csp_6_3","fm1_2",FALSE,"01289","tact11",57,"EDU1-6","Female","L"
748,"csp_7_8","fm4_4",FALSE,"01291","tact21",72,"EDU1-3","Male","T"
752,"csp_1_1","fm4_2",FALSE,"01295","tact11",49,"EDU1-6","Male","T"
754,"csp_8_4","fm1_2",TRUE,"01296","tact22",22,"EDU1-7","Female","T"
755,"csp_7_7","fm4_4",FALSE,"01297","tact21",69,"EDU1-1","Female","T"
756,"csp_6_7","fm4_2",FALSE,"01298","tact11",51,"EDU1-3","Male","L"
757,"csp_6_7","fm4_4",FALSE,"01298","tact11",37,"EDU1-3","Male","T"
759,"csp_7_5","fm1_2",FALSE,"01299","tact21",73,"EDU1-6","Female","L"
761,"csp_8_4","fm4_1",TRUE,"01301","tact22",20,"EDU1-2","Male","T"
765,"csp_6_2","fm4_1",FALSE,"01301","tact11",62,"EDU1-2","Female","L"
766,"csp_4_3","fm1_1",FALSE,"01301","tact12",28,"EDU3","Male","L"
769,"csp_8_5","fm4_1",TRUE,"01304","tact22",15,"EDU3","Male","T"
771,"csp_5_4","fm4_4",FALSE,"01304","tact12",23,"EDU1-7","Male","T"
773,"csp_4_6","fm4_2",FALSE,"01305","tact11",57,"EDU1-8","Male","T"
775,"csp_2_2","fm4_1",FALSE,"01305","tact11",35,"EDU1-3","Male","T"
776,"csp_4_2","fm4_1",FALSE,"01305","tact11",48,"EDU1-4","Female","L"
777,"csp_4_7","fm4_1",FALSE,"01305","tact11",57,"EDU1-3","Male","L"
779,"csp_5_3","fm4_1",FALSE,"01313","tact11",38,"EDU1-6","Male","T"
780,"csp_3_8","fm4_1",FALSE,"01313","tact11",35,"EDU1-8","Male","L"
781,"csp_8_1","fm4_2",FALSE,"01313","tact12",43,"EDU2","Female","T"
782,"csp_6_2","fm4_1",FALSE,"01313","tact11",33,"EDU1-6","Male","L"
784,"csp_4_3","fm1_2",FALSE,"01313","tact11",49,"EDU1-7","Female","T"
787,"csp_2_2","fm4_2",FALSE,"01313","tact11",54,"EDU1-3","Male","T"
789,"csp_7_8","fm1_1",FALSE,"01313","tact21",83,"EDU1-3","Male","T"
790,"csp_7_2","fm4_4",FALSE,"01313","tact21",73,"EDU1-3","Male","T"
796,"csp_2_1","fm4_2",FALSE,"01317","tact11",80,"EDU1-5","Male","T"
798,"csp_7_8","fm4_4",FALSE,"01318","tact21",67,"EDU1-3","Male","T"
799,"csp_6_7","fm4_1",FALSE,"01319","tact11",44,"EDU1-3","Male","L"
800,"csp_5_3","fm4_3",FALSE,"01319","tact11",24,"EDU1-4","Female","T"
801,"csp_8_4","fm4_1",TRUE,"01320","tact22",20,"EDU1-2","Female","L"
802,"csp_3_5","fm4_2",FALSE,"01320","tact11",39,"EDU1-4","Male","L"
808,"csp_7_4","fm4_4",FALSE,"01322","tact21",72,"EDU1-2","Male","T"
810,"csp_7_8","fm4_4",FALSE,"01322","tact21",77,"EDU3","Male","T"
812,"csp_5_6","fm4_1",FALSE,"01322","tact11",55,"EDU3","Female","L"
813,"csp_3_3","fm4_1",FALSE,"01323","tact11",30,"EDU1-8","Female","T"
814,"csp_8_6","fm4_2",FALSE,"01325","tact24",65,"EDU1-4","Female","T"
816,"csp_7_5","fm4_4",FALSE,"01332","tact21",69,"EDU1-4","Female","T"
818,"csp_7_7","fm4_4",FALSE,"01333","tact21",84,"EDU1","Female","T"
819,"csp_1_3","fm4_1",FALSE,"01333","tact11",46,"EDU1-6","Male","T"
820,"csp_4_6","fm2_0",FALSE,"01333","tact11",25,"EDU1-5","Male","T"
821,"csp_6_4","fm4_1",FALSE,"01333","tact11",70,"EDU1-3","Male","T"
822,"csp_6_3","fm4_2",FALSE,"01334","tact11",53,"EDU1-5","Male","L"
825,"csp_4_2","fm3_2",FALSE,"01337","tact11",64,"EDU1-3","Female","L"
827,"csp_6_4","fm4_2",FALSE,"01337","tact11",48,"EDU1-3","Male","L"
828,"csp_7_4","fm4_4",FALSE,"01337","tact21",81,"EDU1-9","Male","T"
829,"csp_8_5","fm4_4",FALSE,"01338","tact25",58,"EDU2","Male","T"
830,"csp_8_4","fm3_2",TRUE,"01338","tact22",18,"EDU3","Female","T"
833,"csp_8_5","fm4_2",FALSE,"01339","tact24",53,"EDU2","Female","T"
834,"csp_8_5","fm1_1",FALSE,"01339","tact25",40,"EDU1-5","Male","T"
836,"csp_7_2","fm4_4",FALSE,"01343","tact21",73,"EDU1-3","Male","T"
842,"csp_3_7","fm4_2",FALSE,"01344","tact11",51,"EDU1-8","Male","L"
844,"csp_8_5","fm4_2",FALSE,"01344","tact24",58,"EDU3","Female","T"
849,"csp_5_4","fm4_1",TRUE,"01345","tact11",30,"EDU1-4","Female","T"
854,"csp_7_7","fm4_4",FALSE,"01347","tact21",65,"EDU1-3","Male","T"
855,"csp_3_8","fm4_1",FALSE,"01347","tact11",36,"EDU1-7","Male","T"
856,"csp_7_5","fm1_2",FALSE,"01347","tact21",71,"EDU1-5","Female","T"
858,"csp_4_6","fm1_1",FALSE,"01348","tact11",29,"EDU1-3","Male","L"
859,"csp_6_7","fm4_2",FALSE,"01348","tact11",22,"EDU1-3","Male","T"
860,"csp_6_3","fm4_2",FALSE,"01349","tact11",34,"EDU1-3","Male","L"
864,"csp_5_5","fm4_1",FALSE,"01350","tact11",43,"EDU1-5","Male","L"
865,"csp_1_1","fm4_1",FALSE,"01350","tact11",58,"EDU1-3","Female","L"
866,"csp_6_3","fm4_1",FALSE,"01350","tact11",40,"EDU1-6","Male","L"
868,"csp_6_8","fm4_1",FALSE,"01351","tact11",35,"EDU1-3","Male","L"
871,"csp_5_6","fm1_2",FALSE,"01352","tact11",73,"EDU2","Female","T"
872,"csp_7_8","fm1_2",FALSE,"01354","tact21",68,"EDU1-1","Female","T"
876,"csp_6_2","fm4_4",FALSE,"01354","tact12",34,"EDU1-3","Male","L"
878,"csp_4_3","fm1_2",FALSE,"01354","tact11",50,"EDU1-8","Female","T"
879,"csp_8_5","fm4_4",FALSE,"01354","tact24",45,"EDU3","Female","T"
885,"csp_3_8","fm1_1",FALSE,"01354","tact11",48,"EDU1-8","Male","L"
886,"csp_5_2","fm4_1",FALSE,"01354","tact11",58,"EDU1-2","Female","T"
887,"csp_7_1","fm4_4",FALSE,"01354","tact21",72,"EDU1-2","Female","T"
888,"csp_7_7","fm1_2",FALSE,"01354","tact21",71,"EDU1-1","Female","T"
893,"csp_5_4","fm4_1",FALSE,"01358","tact11",47,"EDU1-7","Male","T"
897,"csp_7_7","fm1_1",FALSE,"01360","tact21",58,"EDU1-3","Male","T"
901,"csp_4_7","fm4_1",FALSE,"01360","tact12",24,"EDU1-8","Female","T"
904,"csp_7_4","fm4_4",FALSE,"01361","tact21",80,"EDU1-6","Male","T"
908,"csp_5_2","fm4_1",FALSE,"01363","tact11",56,"EDU1-5","Female","L"
911,"csp_6_4","fm1_1",FALSE,"01367","tact11",27,"EDU1-3","Male","L"
913,"csp_7_2","fm4_4",FALSE,"01369","tact21",76,"EDU1-3","Male","T"
915,"csp_7_7","fm4_4",FALSE,"01370","tact21",73,"EDU1-4","Female","T"
916,"csp_7_2","fm4_4",FALSE,"01371","tact21",83,"EDU1-3","Female","T"
918,"csp_6_7","fm4_2",FALSE,"01371","tact11",62,"EDU1-1","Male","T"
919,"csp_7_7","fm1_2",FALSE,"01372","tact21",88,"EDU1-1","Female","T"
920,"csp_7_4","fm4_4",FALSE,"01374","tact21",71,"EDU1-7","Female","T"
922,"csp_6_7","fm4_1",FALSE,"01376","tact11",23,"EDU1-6","Male","L"
924,"csp_4_7","fm4_2",FALSE,"01376","tact11",40,"EDU1-7","Male","L"
925,"csp_7_7","fm1_2",FALSE,"01376","tact21",98,"EDU1-1","Female","T"
927,"csp_3_5","fm2_0",FALSE,"01378","tact11",42,"EDU1-6","Male","T"
930,"csp_6_7","fm4_3",FALSE,"01381","tact12",52,"EDU1-3","Male","T"
931,"csp_5_2","fm4_3",FALSE,"01383","tact12",33,"EDU1-3","Female","T"
932,"csp_7_7","fm1_2",FALSE,"01384","tact21",91,"EDU1-3","Female","T"
934,"csp_4_7","fm4_1",FALSE,"01384","tact11",47,"EDU3","Male","L"
936,"csp_4_3","fm4_1",FALSE,"01385","tact11",57,"EDU1-7","Female","L"
937,"csp_5_4","fm4_1",FALSE,"01385","tact11",58,"EDU1-3","Female","L"
939,"csp_6_4","fm2_0",FALSE,"01386","tact11",58,"EDU2","Male","T"
940,"csp_7_1","fm1_1",FALSE,"01386","tact21",78,"EDU1-1","Male","T"
943,"csp_7_7","fm4_4",FALSE,"01388","tact21",64,"EDU1-3","Female","L"
945,"csp_5_2","fm4_1",FALSE,"01390","tact11",43,"EDU1-6","Female","L"
947,"csp_6_7","fm1_1",FALSE,"01396","tact11",58,"EDU3","Male","L"
949,"csp_8_5","fm4_1",TRUE,"01397","tact22",15,"EDU3","Male","T"
950,"csp_7_4","fm4_4",FALSE,"01397","tact21",69,"EDU1-7","Male","T"
951,"csp_4_3","fm4_3",FALSE,"01398","tact11",33,"EDU1-6","Female","T"
955,"csp_6_2","fm1_1",FALSE,"01401","tact11",57,"EDU1-5","Male","T"
957,"csp_5_2","fm4_1",FALSE,"01401","tact11",60,"EDU1-3","Female","L"
961,"csp_7_2","fm1_2",FALSE,"01403","tact21",89,"EDU1-2","Female","T"
963,"csp_7_5","fm4_4",FALSE,"01403","tact21",85,"EDU1-3","Female","T"
964,"csp_6_7","fm4_1",FALSE,"01405","tact11",58,"EDU1-3","Male","L"
965,"csp_7_5","fm4_4",FALSE,"01405","tact21",70,"EDU1-6","Male","T"
968,"csp_7_7","fm1_1",FALSE,"01405","tact21",65,"EDU1-3","Male","T"
969,"csp_8_4","fm2_0",TRUE,"01406","tact22",24,"EDU1-5","Male","T"
971,"csp_6_8","fm4_1",FALSE,"01408","tact11",49,"EDU1-5","Female","L"
973,"csp_5_4","fm4_1",FALSE,"01412","tact11",57,"EDU1-4","Female","L"
975,"csp_7_8","fm1_1",FALSE,"01416","tact21",62,"EDU1-3","Male","T"
976,"csp_8_1","fm3_2",FALSE,"01416","tact12",19,"EDU2","Male","L"
980,"csp_4_2","fm4_2",FALSE,"01419","tact11",65,"EDU1-3","Male","T"
981,"csp_5_2","fm4_1",FALSE,"01419","tact11",54,"EDU1-3","Female","T"
982,"csp_4_2","fm4_1",FALSE,"01419","tact11",40,"EDU1-7","Female","T"
983,"csp_6_8","fm4_1",FALSE,"01419","tact11",47,"EDU1-5","Male","L"
984,"csp_7_2","fm4_4",FALSE,"01419","tact21",66,"EDU1-7","Male","T"
986,"csp_7_4","fm4_4",FALSE,"01420","tact21",82,"EDU1-1","Female","T"
988,"csp_7_8","fm4_4",FALSE,"01420","tact21",72,"EDU1-3","Male","T"
991,"csp_8_6","fm4_4",FALSE,"01421","tact25",63,"EDU2","Male","T"
992,"csp_8_4","fm4_1",TRUE,"01421","tact22",20,"EDU1-2","Male","T"
993,"csp_6_7","fm4_1",FALSE,"01422","tact11",65,"EDU1-3","Male","T"
994,"csp_5_2","fm4_1",FALSE,"01422","tact11",58,"EDU1-4","Female","L"
995,"csp_6_7","fm1_1",FALSE,"01424","tact11",62,"EDU1-3","Male","T"
996,"csp_4_7","fm4_2",FALSE,"01424","tact11",62,"EDU1-3","Male","L"
998,"csp_7_1","fm1_1",FALSE,"01426","tact21",67,"EDU1-3","Male","L"
999,"csp_7_5","fm4_4",FALSE,"01426","tact21",69,"EDU1-4","Female","L"
1000,"csp_3_7","fm4_1",FALSE,"01426","tact11",59,"EDU1-5","Male","T"
1003,"csp_8_5","fm4_3",FALSE,"01427","tact25",59,"EDU1-2","Male","T"
1004,"csp_8_4","fm1_1",TRUE,"01427","tact22",23,"EDU1-4","Male","L"
1005,"csp_7_8","fm1_2",FALSE,"01427","tact21",94,"EDU2","Female","L"
1008,"csp_4_6","fm4_1",FALSE,"01427","tact11",46,"EDU1-5","Female","L"
1009,"csp_4_7","fm4_1",FALSE,"01427","tact11",38,"EDU1-6","Male","L"
1010,"csp_7_8","fm1_1",FALSE,"01427","tact21",70,"EDU1-5","Male","T"
1013,"csp_6_4","fm4_2",FALSE,"01427","tact11",53,"EDU1-3","Male","L"
1014,"csp_8_4","fm1_1",TRUE,"01427","tact22",20,"EDU1-4","Male","L"
1015,"csp_4_8","fm4_1",FALSE,"01427","tact11",50,"EDU1-6","Male","L"
1016,"csp_6_3","fm4_2",FALSE,"01427","tact11",52,"EDU1","Male","T"
1018,"csp_8_4","fm4_1",TRUE,"01429","tact22",20,"EDU1-2","Female","L"
1019,"csp_4_2","fm4_1",FALSE,"01430","tact11",38,"EDU1-7","Female","T"
1020,"csp_6_3","fm4_1",FALSE,"01431","tact11",30,"EDU1-6","Male","L"
1021,"csp_7_7","fm4_4",FALSE,"01435","tact21",84,"EDU1-3","Male","T"
1022,"csp_7_8","fm1_1",FALSE,"01435","tact21",64,"EDU1-1","Male","L"
1024,"csp_5_4","fm1_1",FALSE,"01435","tact11",45,"EDU1-5","Male","L"
1028,"csp_5_6","fm4_1",TRUE,"01443","tact11",22,"EDU1-4","Male","T"
1029,"csp_4_6","fm4_2",FALSE,"01443","tact12",29,"EDU1-8","Female","L"
1033,"csp_4_2","fm4_1",FALSE,"01443","tact11",45,"EDU1-7","Female","L"
1035,"csp_3_7","fm1_1",FALSE,"01443","tact11",36,"EDU1-7","Male","T"
1036,"csp_2_1","fm4_1",FALSE,"01443","tact11",50,"EDU1-1","Male","T"
1040,"csp_8_4","fm4_4",TRUE,"01444","tact22",21,"EDU1-4","Male","T"
1043,"csp_8_5","fm4_4",FALSE,"01448","tact25",58,"EDU3","Male","T"
1044,"csp_6_5","fm4_3",FALSE,"01450","tact11",58,"EDU1-3","Female","L"
1047,"csp_6_3","fm1_1",FALSE,"01451","tact11",60,"EDU1-1","Male","L"
1052,"csp_8_5","fm4_2",FALSE,"01451","tact24",54,"EDU1-3","Female","T"
1054,"csp_7_8","fm4_4",FALSE,"01451","tact21",72,"EDU1-1","Female","T"
1058,"csp_5_2","fm4_3",FALSE,"01454","tact11",57,"EDU1-3","Female","L"
1061,"csp_8_5","fm4_2",FALSE,"01457","tact24",24,"EDU1-3","Female","T"
1064,"csp_4_3","fm3_2",FALSE,"01457","tact12",54,"EDU1","Female","T"
1065,"csp_5_4","fm4_1",FALSE,"02001","tact11",46,"EDU1-4","Female","L"
1066,"csp_5_4","fm4_1",FALSE,"02002","tact11",39,"EDU1-4","Male","L"
1069,"csp_8_5","fm4_2",FALSE,"02004","tact25",36,"EDU1-3","Female","T"
1071,"csp_8_4","fm3_2",TRUE,"02008","tact22",17,"EDU1-2","Female","T"
1072,"csp_8_4","fm4_4",TRUE,"02011","tact22",17,"EDU1-4","Male","T"
1073,"csp_8_5","fm4_2",FALSE,"02011","tact24",60,"EDU1-3","Female","T"
1074,"csp_6_2","fm4_1",FALSE,"02014","tact11",34,"EDU1-2","Male","L"
1075,"csp_7_8","fm1_1",FALSE,"02017","tact21",67,"EDU1-3","Male","T"
1076,"csp_7_8","fm4_4",TRUE,"02018","tact21",73,"EDU1","Male","T"
1078,"csp_8_4","fm4_3",TRUE,"02020","tact22",16,"EDU1-2","Male","T"
1079,"csp_4_6","fm4_1",FALSE,"02021","tact11",34,"EDU1-6","Female","T"
1080,"csp_6_4","fm4_4",FALSE,"02023","tact12",61,"EDU1-2","Male","T"
1081,"csp_4_3","fm4_1",FALSE,"02028","tact11",33,"EDU1-5","Female","T"
1084,"csp_7_7","fm1_2",FALSE,"02028","tact21",77,"EDU1-1","Female","T"
1085,"csp_8_5","fm2_0",FALSE,"02029","tact25",25,"EDU3","Female","T"
1087,"csp_7_8","fm4_4",FALSE,"02033","tact21",67,"EDU1-3","Male","T"
1090,"csp_8_4","fm4_1",TRUE,"02041","tact22",18,"EDU1-2","Female","T"
1091,"csp_8_4","fm3_1",TRUE,"02042","tact22",15,"EDU1-2","Female","T"
1092,"csp_8_4","fm4_2",TRUE,"02042","tact22",18,"EDU3","Female","T"
1096,"csp_7_8","fm1_1",FALSE,"02058","tact21",65,"EDU1-1","Male","T"
1098,"csp_2_1","fm1_1",FALSE,"02059","tact11",31,"EDU1-2","Male","T"
1099,"csp_4_3","fm4_1",TRUE,"02059","tact11",32,"EDU1-4","Male","T"
1100,"csp_8_4","fm1_2",TRUE,"02059","tact22",22,"EDU1-5","Female","T"
1101,"csp_7_8","fm1_2",FALSE,"02059","tact21",98,"EDU2","Female","T"
1102,"csp_7_7","fm4_4",FALSE,"02059","tact21",63,"EDU1-3","Female","T"
1106,"csp_7_8","fm4_4",FALSE,"02064","tact21",80,"EDU1-1","Male","T"
1108,"csp_4_2","fm4_1",FALSE,"02064","tact11",46,"EDU1-7","Male","T"
1110,"csp_7_7","fm1_2",FALSE,"02064","tact21",79,"EDU1-3","Female","T"
1111,"csp_7_8","fm4_4",FALSE,"02066","tact21",64,"EDU3","Male","T"
1112,"csp_8_5","fm2_0",FALSE,"02071","tact25",57,"EDU1-3","Female","T"
1115,"csp_7_7","fm1_1",FALSE,"02074","tact21",69,"EDU1-3","Male","T"
1117,"csp_7_2","fm4_4",FALSE,"02080","tact21",67,"EDU1-3","Male","T"
1118,"csp_7_4","fm4_4",FALSE,"02084","tact21",62,"EDU1-3","Male","T"
1119,"csp_5_2","fm4_1",FALSE,"02084","tact11",49,"EDU1-3","Female","T"
1120,"csp_6_5","fm1_1",FALSE,"02085","tact12",24,"EDU2","Male","T"
1122,"csp_6_9","fm4_1",FALSE,"02085","tact11",34,"EDU1-3","Female","T"
1127,"csp_8_1","fm4_1",FALSE,"02094","tact12",24,"EDU1-5","Male","L"
1128,"csp_6_9","fm4_1",FALSE,"02094","tact11",60,"EDU1-1","Male","T"
1129,"csp_4_7","fm4_1",FALSE,"02094","tact11",54,"EDU1-6","Male","T"
1131,"csp_8_5","fm1_2",FALSE,"02095","tact25",58,"EDU1-6","Female","T"
1133,"csp_6_8","fm1_1",FALSE,"02095","tact11",49,"EDU2","Male","T"
1137,"csp_5_2","fm3_2",FALSE,"02095","tact11",42,"EDU1-2","Female","T"
1138,"csp_6_7","fm4_1",FALSE,"02095","tact11",54,"EDU1-5","Male","T"
1140,"csp_8_5","fm4_1",FALSE,"02095","tact25",25,"EDU1-3","Male","T"
1142,"csp_5_2","fm4_1",FALSE,"02101","tact11",55,"EDU1-4","Female","T"
1146,"csp_4_6","fm4_1",FALSE,"02109","tact11",27,"EDU1-6","Male","L"
1150,"csp_7_7","fm4_4",FALSE,"02110","tact21",64,"EDU1-6","Female","T"
1155,"csp_5_4","fm4_3",FALSE,"02114","tact12",60,"EDU1-2","Male","T"
1156,"csp_6_2","fm4_1",FALSE,"02114","tact11",50,"EDU1-3","Male","L"
1164,"csp_5_6","fm4_1",FALSE,"02128","tact11",51,"EDU2","Female","T"
1165,"csp_4_3","fm4_1",FALSE,"02128","tact11",24,"EDU1-5","Male","L"
1171,"csp_7_8","fm1_2",FALSE,"02141","tact21",89,"EDU1","Female","T"
1176,"csp_5_5","fm4_3",FALSE,"02154","tact11",35,"EDU1-3","Female","L"
1177,"csp_7_7","fm4_4",FALSE,"02159","tact21",71,"EDU1-2","Female","T"
1180,"csp_8_4","fm4_1",TRUE,"02163","tact22",21,"EDU1-2","Female","T"
1181,"csp_8_5","fm4_2",FALSE,"02163","tact25",42,"EDU1-3","Female","T"
1187,"csp_8_6","fm4_2",FALSE,"02167","tact21",82,"EDU1","Female","T"
1188,"csp_7_2","fm4_4",FALSE,"02168","tact21",84,"EDU1-2","Female","T"
1189,"csp_5_2","fm4_3",FALSE,"02168","tact11",62,"EDU1-2","Female","T"
1190,"csp_5_5","fm1_1",FALSE,"02168","tact12",24,"EDU1-3","Male","T"
1191,"csp_6_3","fm4_2",FALSE,"02168","tact11",48,"EDU3","Male","T"
1193,"csp_8_5","fm3_2",FALSE,"02168","tact24",56,"EDU2","Female","T"
1194,"csp_8_4","fm3_2",TRUE,"02168","tact22",16,"EDU3","Male","T"
1195,"csp_8_5","fm3_2",FALSE,"02168","tact25",51,"EDU1-3","Female","T"
1196,"csp_8_5","fm1_1",FALSE,"02168","tact25",46,"EDU1-5","Male","T"
1197,"csp_3_8","fm4_1",FALSE,"02168","tact11",56,"EDU1-3","Male","T"
1198,"csp_5_6","fm4_1",FALSE,"02168","tact11",53,"EDU1-3","Female","T"
1201,"csp_5_6","fm4_1",FALSE,"02168","tact11",48,"EDU1-3","Female","T"
1203,"csp_7_5","fm4_3",FALSE,"02168","tact21",64,"EDU1-6","Male","T"
1209,"csp_8_4","fm2_0",TRUE,"02168","tact22",26,"EDU1-6","Female","T"
1210,"csp_4_8","fm3_2",FALSE,"02168","tact12",34,"EDU1-2","Female","T"
1211,"csp_4_5","fm4_1",FALSE,"02168","tact11",53,"EDU1-4","Female","T"
1212,"csp_6_2","fm4_4",FALSE,"02168","tact12",64,"EDU3","Female","T"
1213,"csp_4_3","fm4_1",FALSE,"02168","tact11",23,"EDU1-7","Female","T"
1214,"csp_6_7","fm4_1",FALSE,"02173","tact11",54,"EDU1-3","Female","L"
1219,"csp_7_7","fm4_4",FALSE,"02173","tact21",72,"EDU1-1","Male","T"
1220,"csp_5_6","fm1_1",FALSE,"02173","tact12",42,"EDU1-5","Male","T"
1221,"csp_5_2","fm4_1",FALSE,"02173","tact11",39,"EDU1-4","Female","T"
1225,"csp_4_5","fm4_1",FALSE,"02173","tact11",35,"EDU1-6","Female","T"
1228,"csp_6_7","fm1_1",FALSE,"02173","tact11",39,"EDU3","Male","T"
1230,"csp_6_3","fm3_2",FALSE,"02174","tact12",39,"EDU1-2","Male","T"
1232,"csp_6_8","fm1_1",FALSE,"02176","tact11",35,"EDU1-5","Male","L"
1234,"csp_7_7","fm4_4",FALSE,"02177","tact21",67,"EDU1-4","Male","T"
1237,"csp_5_2","fm4_1",FALSE,"02180","tact11",36,"EDU1-4","Female","T"
1239,"csp_8_4","fm4_4",FALSE,"02186","tact22",23,"EDU1-5","Female","T"
1241,"csp_8_5","fm3_2",TRUE,"02187","tact22",16,"EDU3","Male","T"
